Age,Gender,Nationality,Annual Income,Education,Employment,Flight Frequency (Annual),Primary Travel Reason,Loyalty Programs,Preferred Flight Class,Booking Method,Food Importance (1-5),Prefers Personalized Entertainment,Willing to Pay for Sustainability,Carbon Footprint Importance (1-5),Used Chauffeur Service,Willing to Upgrade to Premium Economy,Chauffeur Service Influences Booking,Extra Willingness to Pay for Meals (USD),Willingness to Pay More (%),Personalized App Improves Experience,Interest in Personalized Entertainment,Top Frustrations,Airline Selection Values,Useful In-App Features,Faced App Challenges,Type of Challenge,Beta Test Interest,Likelihood to Use Personalized App (1-5),Interest in Personalized Flying Experience
47,Female,India,66010,Bachelor’s,Unemployed,2–4,Other,Emirates Skywards,Economy,Travel Aggregator,4,Yes,Yes,4,No,No,Yes,29.91,11–20%,Yes,Yes,"Food Quality, Sustainability, Cleanliness","Price, Service Quality, Technology",Airport Map & Navigation,No,,Maybe,4,High
45,Female,UAE,188745,Bachelor’s,Employed,0–1,Leisure,"Qatar Privilege Club, Other",First Class,Travel Aggregator,1,Indifferent,Maybe,2,Yes,Yes,Yes,25.86,0–10%,Yes,Yes,Customer Service,Service Quality,,No,,Yes,5,High
36,Female,USA,87120,Master’s,Employed,0–1,Leisure,,Economy,Airline App,4,Yes,No,5,Yes,Maybe,Yes,34.12,0–10%,Yes,No,"Check-in Process, Inflight Entertainment",Environmental Responsibility,"AI-based Entertainment, Airport Map & Navigation",No,,No,3,Low
24,Female,Other,53418,Bachelor’s,Employed,2–4,Leisure,"Qatar Privilege Club, Etihad Guest",Economy,Travel Aggregator,2,Indifferent,No,3,No,Yes,Maybe,26.46,0–10%,No,No,"Food Quality, Inflight Entertainment, Sustainability","Price, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment",Yes,Slow Performance,No,4,Moderate
53,Female,India,82306,Bachelor’s,Employed,5–7,Business,Etihad Guest,Economy,Airline App,2,No,Maybe,5,No,No,Yes,0.0,0–10%,Yes,Yes,"Food Quality, Inflight Entertainment, Customer Service","Price, Comfort","Sustainability Score, AI-based Entertainment",No,,No,3,High
38,Female,India,83878,High School,Employed,2–4,Other,,Economy,Airline App,5,Indifferent,Yes,3,No,No,Yes,0.0,0–10%,Yes,Yes,"Check-in Process, Inflight Entertainment",Price,"Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Lack of Features,No,5,Moderate
39,Female,UK,67257,High School,Employed,2–4,Leisure,"Emirates Skywards, Etihad Guest, Other",Economy,Travel Aggregator,5,Yes,Yes,1,No,Maybe,Yes,53.92,0–10%,Yes,Yes,"Check-in Process, Inflight Entertainment, Sustainability, Cleanliness",Loyalty Program,AI-based Entertainment,Yes,Bugs,Yes,2,Moderate
24,Female,UAE,116473,Bachelor’s,Employed,2–4,Business,,Premium Economy,Agent,5,Yes,Maybe,1,Yes,Maybe,Yes,25.0,21–30%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost","Comfort, Service Quality, Environmental Responsibility, Loyalty Program",Sustainability Score,Yes,Lack of Features,Maybe,5,Moderate
23,Female,Philippines,67044,Bachelor’s,Employed,2–4,Leisure,"Qatar Privilege Club, Other",Economy,Travel Aggregator,4,No,No,2,No,Maybe,No,39.25,0–10%,Yes,Maybe,"Food Quality, Inflight Entertainment, Sustainability, Cleanliness","Service Quality, Technology, Loyalty Program","Sustainability Score, Airport Map & Navigation",No,,Maybe,5,Moderate
53,Male,Philippines,48565,Master’s,Employed,8+,Leisure,,Economy,Travel Aggregator,1,Indifferent,Maybe,2,Yes,Maybe,No,19.81,11–20%,Yes,Yes,"Inflight Entertainment, Customer Service, Sustainability","Service Quality, Technology",,No,,Yes,5,Very High
36,Male,USA,79942,High School,Student,0–1,Leisure,"Emirates Skywards, Etihad Guest, Other",Business,Travel Aggregator,5,Yes,Maybe,3,No,No,No,24.13,0–10%,Yes,Yes,,Price,Seat Upgrade Suggestions,No,,Maybe,1,High
48,Female,India,62395,Master’s,Self-employed,2–4,Leisure,Emirates Skywards,Economy,Travel Aggregator,3,Yes,Yes,3,No,Yes,Maybe,18.2,21–30%,Yes,Yes,"Inflight Entertainment, Cost","Service Quality, Technology",Airport Map & Navigation,No,,Yes,4,Low
43,Male,Pakistan,104296,Bachelor’s,Self-employed,5–7,Business,,Premium Economy,Other,5,Yes,Maybe,3,No,Maybe,Maybe,61.99,0–10%,No,Yes,"Delays, Check-in Process, Cost, Sustainability","Service Quality, Technology, Loyalty Program","Sustainability Score, AI-based Entertainment",No,,Yes,3,Low
35,Male,USA,142898,Bachelor’s,Self-employed,5–7,Business,Etihad Guest,Economy,Travel Aggregator,4,Indifferent,Maybe,3,No,Maybe,Yes,28.8,0–10%,No,No,"Check-in Process, Inflight Entertainment, Cleanliness","Price, Comfort, Technology",AI-based Entertainment,No,,Maybe,2,Low
59,Male,Philippines,96428,Bachelor’s,Employed,0–1,Family,"Qatar Privilege Club, Other",Premium Economy,Airline App,1,No,Yes,1,No,Yes,Maybe,16.98,0–10%,Yes,Yes,,Environmental Responsibility,"AI-based Entertainment, Airport Map & Navigation",No,,No,3,High
29,Male,USA,89448,Bachelor’s,Employed,2–4,Business,"Emirates Skywards, Qatar Privilege Club",First Class,Airline App,5,Yes,Maybe,2,No,Maybe,Yes,0.23,>30%,Yes,Yes,"Food Quality, Sustainability",Loyalty Program,Seat Upgrade Suggestions,No,,Yes,1,Very High
41,Male,Pakistan,72815,High School,Employed,5–7,Emergency,Qatar Privilege Club,Economy,Travel Aggregator,1,Yes,Yes,2,Yes,Maybe,No,54.61,11–20%,No,Maybe,"Check-in Process, Cleanliness","Environmental Responsibility, Technology, Loyalty Program","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,Bugs,No,2,Moderate
40,Male,USA,48498,Bachelor’s,Student,0–1,Business,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Travel Aggregator,3,Yes,No,4,No,Maybe,Yes,22.55,0–10%,Yes,Yes,"Delays, Inflight Entertainment, Cleanliness","Price, Comfort, Service Quality, Environmental Responsibility","AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,1,High
42,Female,UK,127521,Master’s,Unemployed,5–7,Family,"Etihad Guest, Other",Business,Airline App,2,Yes,Yes,2,Yes,Maybe,Maybe,36.16,0–10%,Yes,Yes,Sustainability,"Comfort, Service Quality, Technology","Sustainability Score, Airport Map & Navigation",No,,Maybe,3,Low
42,Female,Other,43369,Bachelor’s,Employed,5–7,Leisure,"Emirates Skywards, Qatar Privilege Club, Etihad Guest",Premium Economy,Agent,1,No,Yes,2,No,Yes,Yes,37.84,0–10%,Yes,Yes,"Delays, Cost, Customer Service",Loyalty Program,"Seat Upgrade Suggestions, Airport Map & Navigation",No,,Yes,2,Low
39,Male,UK,40168,Bachelor’s,Employed,5–7,Leisure,,Economy,Travel Aggregator,5,Yes,No,5,No,Yes,No,18.06,0–10%,Yes,Yes,"Delays, Check-in Process, Inflight Entertainment, Cost, Sustainability, Cleanliness",,"Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,3,Low
32,Male,USA,53065,Master’s,Employed,0–1,Business,"Emirates Skywards, Qatar Privilege Club, Other",Economy,Travel Aggregator,4,No,Yes,5,Yes,Yes,Maybe,35.09,21–30%,No,Yes,"Delays, Inflight Entertainment, Customer Service, Cleanliness",,"Sustainability Score, Airport Map & Navigation",Yes,Lack of Features,Maybe,4,High
61,Female,India,149184,Master’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club",Premium Economy,Airline App,4,Indifferent,No,4,No,Yes,No,15.94,11–20%,Yes,Yes,"Delays, Food Quality, Check-in Process, Sustainability","Comfort, Environmental Responsibility",,No,,No,1,Low
30,Male,USA,97628,Bachelor’s,Employed,2–4,Business,,Business,Airline App,4,Yes,No,3,Yes,Maybe,No,10.14,11–20%,Yes,Yes,"Delays, Cost, Sustainability, Cleanliness",Environmental Responsibility,"Seat Upgrade Suggestions, AI-based Entertainment",No,,No,4,Moderate
36,Female,USA,110252,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club, Etihad Guest, Other",Economy,Agent,4,Yes,Yes,4,No,Yes,Yes,42.47,0–10%,Yes,Maybe,"Delays, Food Quality, Sustainability, Cleanliness","Environmental Responsibility, Loyalty Program",Seat Upgrade Suggestions,Yes,Slow Performance,Yes,4,High
30,Female,UAE,104077,Master’s,Unemployed,0–1,Leisure,"Emirates Skywards, Qatar Privilege Club",Economy,Agent,1,No,Yes,4,Yes,No,Yes,22.63,11–20%,No,Yes,Check-in Process,"Price, Environmental Responsibility","Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Lack of Features,Yes,3,High
63,Female,UAE,49652,Bachelor’s,Employed,0–1,Leisure,,Economy,Airline App,4,Yes,No,1,No,No,Maybe,32.78,0–10%,Yes,No,Check-in Process,Service Quality,,No,,No,3,Low
43,Male,USA,73190,Bachelor’s,Unemployed,2–4,Leisure,"Qatar Privilege Club, Etihad Guest",Economy,Airline App,2,Indifferent,Maybe,2,No,Maybe,No,31.16,0–10%,Yes,No,"Delays, Inflight Entertainment, Cost","Comfort, Environmental Responsibility",,Yes,Bugs,Maybe,5,Moderate
49,Female,Pakistan,81790,Bachelor’s,Student,0–1,Family,"Qatar Privilege Club, Etihad Guest",Economy,Travel Aggregator,3,Yes,No,1,No,Yes,Yes,34.57,11–20%,No,Yes,"Check-in Process, Sustainability","Comfort, Technology","AI-based Entertainment, Airport Map & Navigation",No,,Maybe,5,High
23,Male,UK,85594,Master’s,Student,2–4,Leisure,"Emirates Skywards, Etihad Guest",Economy,Airline App,1,Indifferent,No,2,No,Yes,Yes,1.65,0–10%,Yes,Yes,Sustainability,"Comfort, Service Quality, Technology",Seat Upgrade Suggestions,No,,No,2,Moderate
53,Female,India,102489,High School,Self-employed,8+,Leisure,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,1,Yes,No,4,Yes,Yes,Yes,16.22,11–20%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost",Service Quality,"Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,Maybe,3,High
50,Female,USA,82959,Other,Self-employed,2–4,Leisure,,Economy,Other,4,Yes,Yes,2,No,Yes,Yes,20.13,21–30%,Yes,Yes,"Food Quality, Check-in Process, Customer Service","Comfort, Loyalty Program","Sustainability Score, AI-based Entertainment",No,,Maybe,1,Moderate
37,Male,UAE,82385,High School,Self-employed,5–7,Leisure,,First Class,Airline App,4,Yes,No,3,Yes,Maybe,Yes,12.53,0–10%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Sustainability","Price, Technology","Seat Upgrade Suggestions, Sustainability Score",No,,No,3,Low
54,Male,UK,119841,Master’s,Self-employed,0–1,Leisure,Emirates Skywards,Economy,Airline App,1,Indifferent,Maybe,3,No,Maybe,Yes,31.44,21–30%,Yes,Yes,"Food Quality, Inflight Entertainment, Sustainability, Cleanliness",Loyalty Program,Real-time Luggage Tracker,No,,Yes,3,Moderate
29,Male,UAE,55745,Bachelor’s,Employed,0–1,Family,,Economy,Agent,4,Indifferent,Maybe,4,No,Yes,Yes,42.8,0–10%,Yes,Maybe,"Inflight Entertainment, Sustainability","Comfort, Service Quality, Environmental Responsibility","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,User Interface,Yes,4,High
52,Female,UAE,73875,Bachelor’s,Unemployed,0–1,Business,,Economy,Airline App,4,Yes,No,5,No,Maybe,Yes,45.18,0–10%,Yes,Maybe,"Check-in Process, Inflight Entertainment",Service Quality,Sustainability Score,No,,Yes,4,High
64,Male,India,51172,Master’s,Self-employed,2–4,Business,Other,First Class,Other,4,Yes,No,3,Yes,Yes,Yes,19.91,11–20%,Yes,Yes,"Food Quality, Check-in Process",Price,,No,,Yes,5,High
35,Female,India,11343,Bachelor’s,Student,8+,Leisure,"Etihad Guest, Other",Business,Travel Aggregator,4,Yes,No,4,Yes,Maybe,Yes,29.38,11–20%,Yes,Yes,Cost,"Price, Service Quality, Environmental Responsibility, Technology","Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",Yes,Slow Performance,Yes,2,Moderate
30,Male,UAE,87296,Bachelor’s,Retired,0–1,Business,,Business,Agent,4,Yes,No,1,Yes,Yes,Yes,31.68,0–10%,Yes,Yes,"Customer Service, Sustainability","Service Quality, Environmental Responsibility","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,Maybe,2,High
55,Female,India,97605,High School,Employed,2–4,Emergency,Etihad Guest,Economy,Airline App,5,No,No,5,No,Maybe,Maybe,34.32,21–30%,No,Maybe,"Sustainability, Cleanliness","Comfort, Technology",Seat Upgrade Suggestions,No,,Yes,3,High
61,Female,UK,79335,High School,Employed,2–4,Emergency,Emirates Skywards,Business,Airline App,5,Yes,No,3,Yes,Yes,Yes,11.83,>30%,Yes,Maybe,"Food Quality, Check-in Process, Cost, Sustainability","Comfort, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score",No,,Yes,1,High
38,Female,UK,60792,Bachelor’s,Employed,8+,Business,"Qatar Privilege Club, Other",Economy,Travel Aggregator,5,No,Yes,4,No,Yes,Maybe,52.31,0–10%,Yes,Yes,Customer Service,Comfort,,No,,Maybe,4,Low
30,Female,India,66583,Master’s,Employed,0–1,Business,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,1,No,No,4,Yes,Yes,Maybe,38.9,21–30%,Yes,Yes,"Check-in Process, Inflight Entertainment, Cost","Price, Service Quality, Environmental Responsibility","Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",No,,Maybe,1,Very High
31,Male,Philippines,28822,High School,Student,2–4,Leisure,"Qatar Privilege Club, Etihad Guest",Premium Economy,Airline App,3,Yes,Maybe,1,Yes,Yes,Yes,39.29,11–20%,Yes,Yes,"Delays, Food Quality",Technology,"AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,4,Low
23,Male,UAE,102108,High School,Employed,0–1,Leisure,,Business,Other,1,Indifferent,Yes,1,No,Maybe,Yes,43.05,>30%,Yes,Maybe,Cost,"Price, Comfort, Service Quality, Environmental Responsibility","Seat Upgrade Suggestions, Sustainability Score",No,,Yes,3,Very High
25,Female,UK,63130,Bachelor’s,Employed,2–4,Business,Qatar Privilege Club,Business,Agent,5,Yes,Maybe,5,Yes,Yes,Yes,33.01,0–10%,Yes,Maybe,"Food Quality, Cleanliness",Loyalty Program,AI-based Entertainment,No,,No,2,Moderate
29,Male,UAE,125441,Bachelor’s,Employed,2–4,Family,Other,Business,Travel Aggregator,1,Yes,Yes,3,No,No,Yes,9.59,21–30%,Yes,Yes,"Delays, Inflight Entertainment, Sustainability, Cleanliness","Price, Environmental Responsibility","Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,3,High
27,Male,UAE,91108,Master’s,Employed,5–7,Leisure,Other,First Class,Airline App,3,No,Yes,4,No,Maybe,Yes,22.92,0–10%,Yes,Yes,"Food Quality, Check-in Process, Inflight Entertainment, Cost","Price, Environmental Responsibility",,No,,No,4,Moderate
38,Male,USA,38310,High School,Self-employed,2–4,Leisure,Other,Economy,Travel Aggregator,4,Yes,No,5,Yes,No,Yes,0.23,21–30%,Yes,Yes,,"Comfort, Environmental Responsibility, Technology",,No,,No,2,High
40,Male,USA,45693,High School,Student,2–4,Business,Qatar Privilege Club,Economy,Travel Aggregator,2,Yes,Maybe,5,No,Maybe,No,31.23,11–20%,Yes,Yes,"Delays, Check-in Process, Inflight Entertainment",Loyalty Program,"AI-based Entertainment, Airport Map & Navigation",No,,No,1,Very High
61,Male,Philippines,99428,Doctorate,Employed,2–4,Family,Emirates Skywards,Economy,Travel Aggregator,5,Indifferent,Maybe,1,No,Yes,Yes,22.46,0–10%,Yes,Maybe,,"Service Quality, Loyalty Program",AI-based Entertainment,Yes,Slow Performance,Maybe,1,Moderate
23,Female,USA,35273,Bachelor’s,Employed,0–1,Business,,Business,Agent,5,No,Yes,4,Yes,No,Maybe,24.39,0–10%,Yes,Yes,Cleanliness,"Price, Environmental Responsibility","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Slow Performance,Yes,5,High
47,Male,Other,86210,Master’s,Employed,2–4,Family,Etihad Guest,Economy,Airline App,3,Yes,Yes,2,Yes,Maybe,Yes,43.06,21–30%,Yes,No,"Inflight Entertainment, Cost",Loyalty Program,"AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,1,High
33,Female,UAE,98734,Master’s,Employed,8+,Leisure,,Business,Airline App,4,No,No,1,No,No,Maybe,18.15,11–20%,Yes,Yes,"Check-in Process, Cost","Price, Environmental Responsibility","AI-based Entertainment, Airport Map & Navigation",No,,No,5,Moderate
35,Male,UAE,27146,Master’s,Employed,5–7,Leisure,Other,Economy,Airline App,4,Yes,Yes,4,Yes,No,Yes,21.22,0–10%,No,Yes,"Inflight Entertainment, Customer Service, Cleanliness","Comfort, Environmental Responsibility","Real-time Luggage Tracker, Airport Map & Navigation",Yes,User Interface,No,2,High
56,Female,UAE,11602,High School,Unemployed,5–7,Emergency,,Economy,Travel Aggregator,2,Indifferent,No,5,No,Maybe,Yes,25.33,11–20%,No,Yes,"Delays, Check-in Process, Inflight Entertainment, Sustainability","Comfort, Environmental Responsibility",Real-time Luggage Tracker,No,,Yes,3,Very High
25,Male,UAE,70012,Master’s,Employed,5–7,Emergency,"Emirates Skywards, Qatar Privilege Club",Economy,Travel Aggregator,4,Yes,No,5,No,Yes,Yes,0.0,21–30%,Yes,No,"Inflight Entertainment, Customer Service, Sustainability","Environmental Responsibility, Technology","AI-based Entertainment, Airport Map & Navigation",No,,Maybe,3,Moderate
40,Female,UK,53507,Master’s,Employed,0–1,Leisure,"Etihad Guest, Other",Economy,Airline App,3,No,No,3,Yes,Maybe,Maybe,21.01,0–10%,Yes,No,"Cost, Customer Service, Cleanliness","Price, Comfort, Technology","Real-time Luggage Tracker, Airport Map & Navigation",No,,No,2,High
38,Female,USA,64045,Bachelor’s,Employed,2–4,Business,,Business,Airline App,4,No,Yes,2,No,Maybe,Yes,0.0,0–10%,Yes,Yes,"Sustainability, Cleanliness",Service Quality,AI-based Entertainment,No,,No,2,Moderate
48,Male,UAE,99265,Bachelor’s,Self-employed,0–1,Family,Qatar Privilege Club,Economy,Airline App,3,Yes,Yes,1,No,Yes,No,16.22,>30%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost, Customer Service, Cleanliness","Environmental Responsibility, Technology",AI-based Entertainment,No,,No,4,Very High
47,Female,Other,96914,Bachelor’s,Self-employed,2–4,Leisure,Emirates Skywards,Economy,Airline App,5,No,Yes,3,No,Maybe,Maybe,37.83,0–10%,Yes,Yes,"Delays, Customer Service, Sustainability","Price, Comfort, Technology",Real-time Luggage Tracker,No,,Maybe,1,High
70,Prefer not to say,Philippines,87343,High School,Self-employed,0–1,Business,"Etihad Guest, Other",Economy,Travel Aggregator,5,Indifferent,Yes,3,No,Yes,No,31.71,0–10%,Yes,Yes,"Check-in Process, Sustainability",,Sustainability Score,No,,Maybe,1,Very High
34,Female,India,60036,Bachelor’s,Employed,2–4,Other,"Emirates Skywards, Etihad Guest",Economy,Airline App,5,No,No,2,No,Yes,Yes,16.08,0–10%,Yes,No,"Delays, Food Quality, Inflight Entertainment",Loyalty Program,"Seat Upgrade Suggestions, Sustainability Score, Airport Map & Navigation",No,,Yes,1,Low
31,Female,UAE,76805,Bachelor’s,Retired,2–4,Business,"Emirates Skywards, Etihad Guest",Economy,Airline App,1,Yes,Maybe,1,Yes,Maybe,Maybe,25.61,21–30%,Yes,Yes,"Delays, Food Quality, Cleanliness","Comfort, Environmental Responsibility","Sustainability Score, Real-time Luggage Tracker",Yes,Lack of Features,Yes,5,High
32,Male,UAE,37350,Bachelor’s,Employed,5–7,Business,Emirates Skywards,Economy,Agent,5,Yes,Yes,1,No,Maybe,Maybe,8.88,0–10%,No,Yes,"Cost, Cleanliness",Comfort,,No,,Yes,1,High
41,Female,UAE,85691,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club",Business,Travel Aggregator,3,Indifferent,Yes,5,No,Maybe,Yes,24.96,11–20%,Yes,Maybe,"Food Quality, Sustainability, Cleanliness","Comfort, Technology",,No,,Maybe,4,Moderate
35,Male,UAE,102074,Bachelor’s,Employed,8+,Leisure,,Economy,Travel Aggregator,2,Yes,Yes,1,No,Maybe,Yes,68.95,21–30%,Yes,Yes,,Service Quality,Sustainability Score,No,,No,3,High
55,Male,UK,96637,Bachelor’s,Employed,0–1,Leisure,Etihad Guest,Economy,Airline App,4,No,Maybe,3,No,Yes,Maybe,52.69,0–10%,Yes,Yes,Sustainability,,,No,,Maybe,3,High
59,Prefer not to say,India,24567,Doctorate,Retired,0–1,Leisure,Emirates Skywards,Premium Economy,Airline App,5,Yes,Yes,5,No,No,Maybe,25.79,21–30%,Yes,Yes,Sustainability,"Price, Loyalty Program","Sustainability Score, AI-based Entertainment",No,,Maybe,5,Very High
32,Male,India,43815,High School,Unemployed,2–4,Leisure,,Economy,Travel Aggregator,1,Yes,Maybe,1,No,Yes,Yes,27.4,11–20%,No,Maybe,"Delays, Food Quality, Check-in Process, Cost","Service Quality, Loyalty Program",Airport Map & Navigation,No,,No,4,Moderate
35,Female,Other,74145,Bachelor’s,Employed,2–4,Leisure,"Emirates Skywards, Qatar Privilege Club, Other",Economy,Airline App,1,Yes,Yes,2,No,Yes,Maybe,10.31,11–20%,Yes,Yes,"Delays, Food Quality, Cost, Sustainability","Service Quality, Loyalty Program",Real-time Luggage Tracker,No,,Yes,2,Very High
42,Female,USA,116041,High School,Retired,2–4,Leisure,,Premium Economy,Airline App,3,Indifferent,Yes,3,No,Yes,Yes,12.97,0–10%,Yes,Yes,"Delays, Customer Service",Price,"Sustainability Score, AI-based Entertainment, Airport Map & Navigation",No,,Yes,3,High
30,Female,Other,84021,Bachelor’s,Student,2–4,Business,Other,Economy,Agent,2,No,Yes,4,No,Maybe,Yes,30.43,11–20%,Yes,No,"Delays, Food Quality, Inflight Entertainment, Cleanliness",,"Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,4,High
44,Prefer not to say,UAE,147109,Master’s,Unemployed,2–4,Other,,Premium Economy,Agent,5,Yes,No,2,Yes,No,Yes,17.13,0–10%,Yes,Yes,"Food Quality, Check-in Process, Customer Service, Sustainability","Price, Comfort, Service Quality, Technology, Loyalty Program","Seat Upgrade Suggestions, Real-time Luggage Tracker",No,,Maybe,2,Low
38,Male,India,58406,Doctorate,Employed,2–4,Business,,Economy,Airline App,5,Indifferent,No,2,No,Maybe,Yes,38.56,0–10%,Yes,Maybe,Cleanliness,"Comfort, Service Quality, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,Yes,5,High
22,Male,USA,48399,Bachelor’s,Employed,2–4,Other,"Emirates Skywards, Other",Business,Airline App,1,Yes,No,1,Yes,Maybe,No,48.55,>30%,Yes,Maybe,Check-in Process,Technology,,No,,No,1,Very High
59,Male,UAE,145627,Other,Employed,2–4,Business,Qatar Privilege Club,First Class,Other,3,No,Yes,5,Yes,Yes,Yes,29.99,0–10%,Yes,No,"Food Quality, Check-in Process, Inflight Entertainment, Customer Service, Sustainability",,,Yes,Slow Performance,Yes,4,Very High
69,Male,UAE,102140,High School,Student,2–4,Family,"Etihad Guest, Other",Economy,Airline App,1,Yes,Yes,5,No,No,Yes,26.53,21–30%,Yes,No,,"Environmental Responsibility, Loyalty Program","Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,3,High
37,Male,USA,127310,Bachelor’s,Employed,2–4,Business,,Economy,Travel Aggregator,1,Indifferent,Yes,3,No,Yes,Yes,0.0,0–10%,Yes,Yes,Delays,"Comfort, Service Quality, Technology, Loyalty Program",Seat Upgrade Suggestions,No,,Yes,5,Very High
42,Male,USA,110646,High School,Employed,2–4,Business,Other,Economy,Other,2,Yes,No,1,No,Yes,Yes,36.21,0–10%,Yes,Yes,"Food Quality, Sustainability",Technology,Real-time Luggage Tracker,No,,No,4,Very High
45,Female,UK,44146,Master’s,Employed,0–1,Emergency,Etihad Guest,Economy,Other,3,No,Yes,5,No,Maybe,Maybe,7.84,21–30%,Yes,No,"Delays, Cost",Loyalty Program,"AI-based Entertainment, Airport Map & Navigation",No,,Yes,5,Very High
47,Female,UK,28331,Bachelor’s,Employed,2–4,Emergency,Other,Business,Travel Aggregator,2,Yes,No,4,Yes,No,Maybe,18.73,0–10%,Yes,Yes,Cleanliness,"Price, Service Quality, Technology",Seat Upgrade Suggestions,Yes,Lack of Features,No,2,High
50,Male,UK,44543,Master’s,Self-employed,5–7,Leisure,Qatar Privilege Club,Business,Airline App,3,Yes,Yes,1,No,Maybe,Yes,39.39,21–30%,Yes,Yes,"Food Quality, Check-in Process, Customer Service",Loyalty Program,Sustainability Score,No,,No,4,Very High
62,Female,UAE,85965,Master’s,Retired,5–7,Family,Qatar Privilege Club,Economy,Airline App,5,Yes,Yes,1,Yes,Maybe,Maybe,40.45,11–20%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Cost, Customer Service","Environmental Responsibility, Technology",Sustainability Score,No,,Maybe,1,Moderate
40,Male,India,96755,High School,Self-employed,2–4,Leisure,Etihad Guest,Premium Economy,Agent,4,Indifferent,No,5,Yes,No,Yes,18.0,0–10%,Yes,Yes,"Sustainability, Cleanliness","Price, Environmental Responsibility",AI-based Entertainment,Yes,Lack of Features,Maybe,2,High
26,Male,UAE,135270,High School,Retired,2–4,Emergency,,Economy,Agent,4,Yes,Yes,2,No,Maybe,No,18.87,11–20%,Yes,Yes,Customer Service,,Airport Map & Navigation,No,,No,1,Moderate
20,Female,UAE,117998,Master’s,Employed,2–4,Leisure,"Etihad Guest, Other",Premium Economy,Travel Aggregator,3,No,No,1,No,Yes,Maybe,14.51,0–10%,Yes,No,Cleanliness,"Technology, Loyalty Program",Real-time Luggage Tracker,Yes,Bugs,Maybe,5,Low
31,Female,Other,117328,Bachelor’s,Employed,2–4,Leisure,Qatar Privilege Club,Business,Travel Aggregator,4,Yes,Yes,2,Yes,Yes,Yes,7.03,0–10%,Yes,Maybe,"Food Quality, Inflight Entertainment","Comfort, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,1,High
44,Female,USA,101619,High School,Employed,2–4,Leisure,Other,Premium Economy,Travel Aggregator,1,Yes,Yes,3,No,Yes,No,15.48,21–30%,Yes,Maybe,"Food Quality, Sustainability","Comfort, Technology, Loyalty Program",,Yes,Lack of Features,No,2,High
66,Male,Pakistan,25944,Bachelor’s,Employed,2–4,Leisure,Qatar Privilege Club,Economy,Travel Aggregator,5,Yes,Maybe,3,No,Yes,Yes,0.8,0–10%,Yes,No,"Food Quality, Cost","Price, Comfort, Service Quality","AI-based Entertainment, Real-time Luggage Tracker",No,,No,2,Low
32,Female,India,94308,Bachelor’s,Employed,2–4,Emergency,,Premium Economy,Agent,5,No,Yes,5,Yes,Yes,Yes,35.25,0–10%,No,Maybe,,"Service Quality, Environmental Responsibility","Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",No,,Yes,2,Moderate
39,Female,India,80012,High School,Self-employed,2–4,Business,,Economy,Travel Aggregator,4,No,No,3,Yes,Maybe,Yes,30.92,21–30%,Yes,No,"Delays, Cleanliness","Price, Service Quality",Sustainability Score,No,,Maybe,5,Low
